origin,des,weight,digital_assign.x,digital_assign.y,pair,mod.x,mod.y,m.x,m.y,hybrid_pair,gobm
Git,Troubleshooting,7283,1,0,1,High-tech,High-tech,26.939795857648125,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Google Analytics,Troubleshooting,1481,1,0,1,Business and management,High-tech,97.34288825970927,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Graphic Design,Troubleshooting,1267,1,0,1,Business and management,High-tech,104.49171764355329,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
HTML  (Hypertext markup language),Troubleshooting,3435,1,0,1,High-tech,High-tech,15.983045383121775,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
HTML5,Troubleshooting,1401,1,0,1,High-tech,High-tech,24.901746227123105,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Human resource information system HRIS,Troubleshooting,1939,1,0,1,General office,High-tech,172.05883845740834,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
IBM AS400,Troubleshooting,1028,1,0,1,General office,High-tech,164.9260925468861,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
IBM DB2,Troubleshooting,1382,1,0,1,High-tech,High-tech,41.618384819800866,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
IBM Maximo,Troubleshooting,1096,1,0,1,Business and management,High-tech,157.7991592737958,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
IBM Middleware,Troubleshooting,1972,1,0,1,High-tech,High-tech,38.69034204825758,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
IBM WebSphere,Troubleshooting,1039,1,0,1,High-tech,High-tech,23.300921598890127,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
IOS,Troubleshooting,6628,1,0,1,High-tech,High-tech,118.40663696005417,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Information Systems,Troubleshooting,14941,1,0,1,High-tech,High-tech,118.4768729517055,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Information Technology Infrastructure Library (ITIL),Troubleshooting,11539,1,0,1,High-tech,High-tech,54.227295608286084,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Intuit QuickBooks,Troubleshooting,1223,1,0,1,General office,High-tech,158.3284517439977,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
JSON,Troubleshooting,2435,1,0,1,High-tech,High-tech,43.53175498553419,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Java,Troubleshooting,11626,1,0,1,High-tech,High-tech,44.765375720030605,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
JavaScript,Troubleshooting,9093,1,0,1,High-tech,High-tech,91.72637986229236,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Linux,Troubleshooting,20221,1,0,1,High-tech,High-tech,32.21832843082554,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Load balancers,Troubleshooting,1102,1,0,1,High-tech,High-tech,22.168952010056564,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Machine Learning,Troubleshooting,2457,1,0,1,High-tech,High-tech,58.36814489929409,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Access,Troubleshooting,5081,1,0,1,General office,High-tech,147.65938457615115,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Microsoft Active Directory,Troubleshooting,16129,1,0,1,High-tech,High-tech,163.90519426723313,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Azure,Troubleshooting,15568,1,0,1,High-tech,High-tech,44.1323658985783,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Dynamics,Troubleshooting,1789,1,0,1,High-tech,High-tech,114.68005063654388,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Excel,Troubleshooting,48695,1,0,1,General office,High-tech,158.61177521955162,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Microsoft Exchange,Troubleshooting,4421,1,0,1,High-tech,High-tech,60.518628102478594,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Office,Troubleshooting,64739,1,0,1,General office,High-tech,159.7727625720988,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Microsoft Outlook,Troubleshooting,14834,1,0,1,General office,High-tech,163.9583440178295,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Microsoft Power BI,Troubleshooting,4152,1,0,1,High-tech,High-tech,61.50205843709332,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft PowerPoint,Troubleshooting,17793,1,0,1,General office,High-tech,147.59609405704566,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Microsoft PowerShell,Troubleshooting,7133,1,0,1,High-tech,High-tech,31.114038583893503,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Project,Troubleshooting,3231,1,0,1,Business and management,High-tech,123.28829625883816,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Microsoft SQL Server,Troubleshooting,9426,1,0,1,High-tech,High-tech,25.353145527611492,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft SQL Server Reporting Services (SSRS),Troubleshooting,1705,1,0,1,High-tech,High-tech,30.000180438484016,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft SharePoint,Troubleshooting,8505,1,0,1,High-tech,High-tech,115.51181503883093,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Visio,Troubleshooting,3699,1,0,1,High-tech,High-tech,95.49957004385388,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Visual Basic,Troubleshooting,1909,1,0,1,High-tech,High-tech,29.27906582362321,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Visual Basic for Applications (VBA),Troubleshooting,1105,1,0,1,High-tech,High-tech,62.5754480115131,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Visual Studio,Troubleshooting,1476,1,0,1,High-tech,High-tech,19.644049101107345,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Windows,Troubleshooting,15225,1,0,1,General office,High-tech,136.6929550203266,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Microsoft Windows Server,Troubleshooting,9049,1,0,1,High-tech,High-tech,32.093267787084685,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft Word,Troubleshooting,37795,1,0,1,General office,High-tech,163.41430165627065,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Microsoft operating system,Troubleshooting,9679,1,0,1,High-tech,High-tech,92.54049798040342,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Microsoft suite,Troubleshooting,16140,1,0,1,General office,High-tech,151.4820209858323,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
MongoDB,Troubleshooting,1227,1,0,1,High-tech,High-tech,17.234586044327884,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
MySQL,Troubleshooting,3605,1,0,1,High-tech,High-tech,21.907403460192402,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Network Administration,Troubleshooting,4390,1,0,1,High-tech,High-tech,27.715288011355472,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
NoSQL,Troubleshooting,1811,1,0,1,High-tech,High-tech,19.853568075308193,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
NodeJS,Troubleshooting,1987,1,0,1,High-tech,High-tech,17.607472224294334,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Operating system software,Troubleshooting,2501,1,0,1,High-tech,High-tech,10.479996071405623,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Oracle,Troubleshooting,10439,1,0,1,High-tech,High-tech,105.56365405255653,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Oracle HRIS,Troubleshooting,1927,1,0,1,General office,High-tech,171.9305504729225,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Oracle Learning Management,Troubleshooting,1829,1,0,1,Business and management,High-tech,129.3482817200314,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Oracle PeopleSoft,Troubleshooting,1552,1,0,1,General office,High-tech,149.2625012020569,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
PHP,Troubleshooting,1336,1,0,1,High-tech,High-tech,28.977801827813096,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
PL/SQL,Troubleshooting,1487,1,0,1,High-tech,High-tech,21.13600843142717,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Perl (Practical extraction and reporting language),Troubleshooting,3308,1,0,1,High-tech,High-tech,26.498467318792684,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Pivot Tables,Troubleshooting,1453,1,0,1,General office,High-tech,121.8628047202869,161.52962743259448,General office & High-tech,Other hybrid cluster pairs
Point of sale POS software,Troubleshooting,2878,1,0,1,Sales and merchandising,High-tech,243.52178465237245,161.52962743259448,Sales and merchandising & High-tech,Other hybrid cluster pairs
Point of sale POS systems,Troubleshooting,2503,1,0,1,Sales and merchandising,High-tech,250.11795634199925,161.52962743259448,Sales and merchandising & High-tech,Other hybrid cluster pairs
PostgreSQL,Troubleshooting,1638,1,0,1,High-tech,High-tech,19.94911401774006,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Programmable logic controller PLC software,Troubleshooting,1396,1,0,1,Trades,High-tech,91.80472864815437,161.52962743259448,Trades & High-tech,Other hybrid cluster pairs
Programmable logic controllers PLC,Troubleshooting,4893,1,0,1,Trades,High-tech,109.35311052573903,161.52962743259448,Trades & High-tech,Other hybrid cluster pairs
Programming languages,Troubleshooting,1932,1,0,1,High-tech,High-tech,36.58061099737394,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Python,Troubleshooting,15048,1,0,1,High-tech,High-tech,37.87697067885508,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Relational database management systems / RDBMS,Troubleshooting,1193,1,0,1,High-tech,High-tech,29.627869223993276,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Requirements Analysis,Troubleshooting,4192,1,0,1,High-tech,High-tech,72.12251819097628,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Routers,Troubleshooting,6920,1,0,1,High-tech,High-tech,45.00504152008364,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Ruby,Troubleshooting,1750,1,0,1,High-tech,High-tech,77.31396309970734,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
SAP,Troubleshooting,10476,1,0,1,Business and management,High-tech,157.0578897948615,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
SOAP,Troubleshooting,1047,1,0,1,High-tech,High-tech,8.360938241052315,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
SQL (Structured query language),Troubleshooting,24529,1,0,1,High-tech,High-tech,36.5381199626398,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
SSL,Troubleshooting,2087,1,0,1,High-tech,High-tech,53.91543346729177,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Salesforce.com Salesforce CRM,Troubleshooting,5757,1,0,1,Business and management,High-tech,120.42783695187448,161.52962743259448,Business and management & High-tech,Other hybrid cluster pairs
Scrum,Troubleshooting,4474,1,0,1,High-tech,High-tech,51.0877171081291,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Selenium,Troubleshooting,1156,1,0,1,High-tech,High-tech,18.557684877666016,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
ServiceNow,Troubleshooting,1808,1,0,1,High-tech,High-tech,68.69894285169903,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
Shell script,Troubleshooting,1695,1,0,1,High-tech,High-tech,13.061221422331913,161.52962743259448,High-tech & High-tech,Other hybrid cluster pairs
